legacy_r_number,r_number,customer_name,customer_number,type_short,description_invoice,description_private,voltage,wattage,die_shape
R3056,R3056,PROFILE PLASTIC EXTRUSIONS,C000153,SCB,,"1""T/C Hole @ 90Deg, Pluglall @180Deg",240,2300,140 x 100
R3057,R3057,VINIDEX - COOPERS PLAINS,C000202,SCB,,Plugall @ 180Deg,240,500,272 x 80
R3058,R3058,POWER PLASTICS,C000142,CKB,,2 Way Terminal Box @ 180Deg,240,1300,115 x 40
R3059,R3059,IPLEX - HEAD OFFICE,C000090,SCB,,"Plugall @ 180Deg 1"" T/C Hole @ 90Deg",240,950,125 x 95
R3060,R3060,CROMFORD PIPE MOSSVALE,C000051,SCB,,"1""T/C Hole @ 90 Deg, plugall @ 270Deg",240,900,100 x 90
R3061,R3061,CROMFORD PIPE MOSSVALE,C000051,SSCB,,"5x32mm Cut Outson edge, 3/4""T/C Hole Centre, Plugall 113mm from end",240,600,90 x 110
R3062,R3062,CROMFORD PIPE MOSSVALE,C000051,SSCB,,"3/4""T/C Hole 20mm from edge Plugall114mm from end",240,750,300X66 S/L455
R3063,R3063,CROMFORD PIPE MOSSVALE,C000051,SSCB,,"60x30 Cut Outs each end, Plugall Centre",240,2000,300X77 S/L455
R3064,R3064,CROMFORD PIPE MOSSVALE,C000051,SSCB,,"3/4""T/C Hole Centre Plugall 130mm from end",240,1500,300X224 S/L455
R3065,R3065,CROMFORD PIPE MOSSVALE,C000051,SSCB,,"40x80 Cut Outs each end, Plugall Centre",240,2000,340X125 S/L520
R3066,R3066,CROMFORD PIPE MOSSVALE,C000051,SSCB,,"60x20 Hole Centre,Plugall 270mm from end",240,2000,340X200 S/L520
R3067,R3067,CROMFORD PIPE MOSSVALE,C000051,SSCB,,Plugall 270mm from end,240,2000,700X85 S/L1080
R3068,R3068,POLYPIPE,C000141,IBH,,3 mtr Braided Leads@ 180Deg,240/415 ,3000,700X85 S/L1080
R3069,R3069,POLYPIPE,C000141,SCKB,,32mm T/C Hole Centre 3 Mtr Leads,240/415 ,4000,300 x 150
R3070,R3070,POLYPIPE,C000141,SCKB,,3 Mtr Leads,240/415 ,3300,745X200 S/L1150
R3071,R3071,VINIDEX - PERTH,C000200,SCB,,"1""T/C Hole @ 90Deg, Plugall @ 180Deg",240,3600,885X100 S/L1370
R3072,R3072,VINIDEX - PERTH,C000200,SCB,,"1""T/C Hole @ 90Deg, Plugall @ 180Deg",240,3400,370 x 220
R3073,R3073,IPLEX - HEAD OFFICE,C000090,SCB,,"3 20x20 Cut Outs on the Qtrs, Plugall 150mm from end",240,900,500 x 100
R3074,R3074,APP,C000024,SSCB,,"32mm T/C Hole, 32x40 deep Cut Out, Ceramic Terminal Box",240,2500,130 x 65
R3075,R3075,PIPE COUPLINGS AUSTRALIA,C000131,SCB,,"9/16""T/C Hole @ 90Deg, Plugall @180Deg,Plugall Pins 5mm",240,990,620X110 S/L960
R3076,R3076,AKDENIZ CHEMSON ADDITIVES,C000011,SCB,,"2x3/4""Holes,2x35x35 Cutouts,2x27x30 cut outs on ends,220x25 cut our, 2.5Mtr leads ",240,500,60 x 150
R3077,R3077,CINQPLAST PLASTOP,C000044,SPP,,"ODD SHAPE, 3x50mm Holes, 29 Bolt Holes, T/C Hole",240,2000,D82mm x W75mm 
R3078,R3078,APP,C000024,SCB,,Tubular in Sheath Istra Part#OJ49,240,2500,270+90X75+270X185X90
R3079,R3079,ALPHATRONICS,C000018,SCB,,Sheath Supplied 70mm Leads @90Deg,240,1000,195 x 105
R3080,R3080,VINIDEX - WAGGA WAGGA,C000209,CKB,,M14Nut @90 Deg 2 Way Ceramic Terminal @ 270Deg,240,500,100 x 155
R3081,R3081,CINQPLAST PLASTOP,C000044,SCB,,,240,1500,165 x 86
R3082,R3082,PIPE COUPLINGS AUSTRALIA,C000131,SCB,,"50mm Cut Out @90Deg, Plugall @ 180Deg, 3/4""T/C @ 270Deg",240,1300,105 x 230
R3083,R3083,APP,C000024,IBH,,2 Mtr Leads @ 180Deg,240,600,135 x 90
R3084,R3084,APP,C000024,SCB,,"Plugall 145mm from end, 20mm Clamp Gap",240,600,140 x 60
R3085,R3085,UGM MANUFACTURING,C000195,SBCB,,"32mm Hole One side only, Plugall outlets 2 MAKE UP BAND",240,400,112 x 50
R3086,R3086,VINIDEX - PERTH,C000200,IBH,,4 Mtr Leads @ 180degs with 'J'T/C Wire,240,2700,55X170 S/L80
R3087,R3087,VINIDEX - PERTH,C000200,SCB,,Plugall outlet @180Deg,240,3400,300 x 120
R3088,R3088,VINIDEX - WAGGA WAGGA,C000209,CKB,,"3 Pin Euro Outlet @ 90Deg,M14 Nut @270Deg",240,500,465 x 170
R3089,R3089,ASTRON PLASTICS,C000026,SPP,,"12x3/4""Bolt Holes, 200mm D/Glass leads 60mm from edge/2 way box",415,3200,90 x 60
R3090,R3090,VINIDEX - PERTH,C000200,SCB,,"20mm T/C Hole @ 180Deg, 2m Leads w spring",240,280,L360MM X W238MM
R3091,R3091,VINIDEX - PERTH,C000200,SSCB,,"1""T/C Hole Centre, Plugall, Sheath 55mm Longer than band, 60mm Clamp Gap",240,3400,D50mm x W64mm
R3092,R3092,MARCO EXTRUSION,C000107,SCB,,Plugall @ 180Deg,240,600,1300X80 S/L1980
R3093,R3093,MARCO EXTRUSION,C000107,SCB,,"Plugall @180Deg, 1""T/C Hole @ 90Deg",240,2900,180 x 32
R3094,R3094,HELIRO,C000084,CKB,,"2 Way Ceramic Termination, with 1 Mtr Leads",240,2000,180 x 150
R3095,R3095,HELIRO,C000084,CKB,,"2 Way Ceramic Termination, with 1 Mtr Leads, Fold Over Clamps",240,1200,200 x 50
R3096,R3096,SEALED AIR AUSTRALIA,C000171,SSCB,,"2 Half Bands  in 1 Sheath, 400mm Leads 45 from end.",240,175,200 x 30
R3097,R3097,CINQPLAST PLASTOP,C000044,BCB,,"1 Mtr Leads 100mm from each end, Earth lead 50mm from end",N/A,110 OHMS,100X38 S/L150
R3098,R3098,PIPELION,C000132,IBH,,3m NVAS LEADS OUT OF THE SIDE,240,600,290 x 18
R3099,R3099,UGM MANUFACTURING,C000195,SCB,,"2x1""Holes @ 90Deg & 270Deg, Plug 160mm from end",240,1200,ID80mm x W100mm
R3100,R3100,UGM MANUFACTURING,C000195,SBCB,,"32mm Hole Centre, Plugall 13 from edge",240,400,140 x 80
R3100A,R3100A,UGM MANUFACTURING,C000195,SCB,,STD HEATREX P/ALL,240,200,55X80 S/L85
R3101,R3101,UGM MANUFACTURING,C000195,SCB,,"3/4""T/C Hole @90Deg, Plugall 55mm from end",240,2000,D55mm x W30mm
R3102,R3102,UGM MANUFACTURING,C000195,SSCB,,"3/4""T/C Hole Centre Plugall 85mm from end",240,1800,D250mm x W120mm
R3103,R3103,UGM MANUFACTURING,C000195,SSCB,,"3/4""T/C Hole Centre, Plugall 100mm from end",240,800,360X130 S/L550
R3104,R3104,UGM MANUFACTURING,C000195,SSCB,,"A & B SIDE, 32mm T/C Hole Centre, 50x25 Cut out on end, Plugall 85 from end",240,2300,335X65 S/L515
R3105,R3105,UGM MANUFACTURING,C000195,SSCB,,"A & B SIDE, 32mm T/C Hole Centre, 50x25 Cut out on end, Plugall 137from end",240,2500,410X170 S/L630
R3106,R3106,DINCEL CONSTRUCTION,C000058,SPEC,,"2 Way Ceramic Block, Strap separate",240,825,360X200 S/L550
R3107,R3107,PROFILE PLASTIC EXTRUSIONS,C000153,SCB,,2 Way Ceramic Box @ 180Deg,240,3200,250 x 30 
R3108,R3108,ADROIT PIPING,C000006,SBCB,,"Plugall Outlet , 168mm Clamp Gap, 2 make complete band",240,600,218 x 140
R3109,R3109,ACU TECH,C000005,SCB,,"BREAKER PLATE ADAPTOR, 1""T/C @ 180Deg, Plugall @90Deg",240,1500,289x50 S/L354
R3110,R3110,ACU TECH,C000005,SCB,,"LINE 3,1""T/C @ 180Deg, Plugall @90Deg",240,4000,160 x 100
R3111,R3111,ACU TECH,C000005,BCB,,"CO-EX ADAPTOR, 20mm Clamp Gap,Plugall @ 180Deg",240,180,400 x 100
R3112,R3112,EXTRUSION TECH,C000066,RAPP,,Plugall Centre,240,450,50 x 50
R3112A,R3112A,ADROIT PIPING,C000006,SCB,,"90mm Clamp Gap, 1""T/C 380mm from centre, Plug 625mm from centre",240,2400,130+130X50
R3113,R3113,VINIDEX - PERTH,C000200,SCB,,"1""T/C Hole@90Deg, Plugall  @180 Deg",240,1175,639 x 120
R3114,R3114,VINIDEX - PERTH,C000200,SCB,,"1""T/C Hole @90Deg, Plugall @ 180Deg",240,1675,D90mm x W120mm
R3115,R3115,VINIDEX - PERTH,C000200,SCB,,"3x1""T/C Holes @ 90Deg, 180Deg & 270Deg, Plugall @135Deg",240,1575,90 x 170
R3116,R3116,VINIDEX - PERTH,C000200,SSCB,,"Cut Out One End Between Clamps 20WideX40Deep, Plugall Centre",240,1350,100 x 145
R3117,R3117,TECHPLAS EXTRUSION  ,C000184,SCB,,"3/4""T/C Hole @ 90 deg, Plugall @ 180 Deg",240,1300,200X130 S/L300
R3118,R3118,TECHPLAS EXTRUSION  ,C000184,SCB,,"3/4""T/C Hole @90Deg 50mm from edge, Plugall @ 180 Deg",240,3200,200 x 60
R3119,R3119,WASSON ENG,C000213,SCB,,"3Mtr Leads @180Deg, 3/4""T/C @90Deg",240,700,200 x 155
R3120,R3120,POLYPIPE,C000141,SSCB,,3 PHASE TERMINAL BOX ,240/415 ,3600,130 x 50
R3121,R3121,APP,C000024,SPP,,"ODD SHAPE 1 End is 124mm the other end is 140mm, plugall & 3/4""T/C Hole",240,875,790X180 S/L1220
R3122,R3122,APP,C000024,SCB,,"9/16""T/C Hole @90 Deg, Plugall @ 180Deg",240,770,1)290+68 2)224+75X124/140
R3123,R3123,APP,C000024,SQPP,,"3x1/2""T/C Holes, Plugall",240,600,140 x 50
R3124,R3124,APP,C000024,SQPP,,"3x1/2""T/C Holes, Plugall",240,750,150+80+150+80X40
R3125,R3125,APP,C000024,SQPP,,"3x1/2""T/C Holes, Plugall",240,1500,150+80+150+80X50
R3126,R3126,APP,C000024,SPP,,To fit sides of R3121,240,1400,150+80+150+80X110
R3127,R3127,APP,C000024,SPP,,To fit sides of R3121,240,1700,224+75X140
R3128,R3128,TECHPLAS EXTRUSION  ,C000184,CKB,,,240/415,7500,290+68X140
R3129,R3129,SURETECO,C000178,RAPP,,Plugall Centre Long side,240,400,230 x 400
R3130,R3130,SURETECO,C000178,SCB,,"9/16""T/C Hole @ 90Deg, Plugall @180Deg",240,650,100+95 x 60
R3131,R3131,RIVAL BMS,C000163,TUB,,ISTRA TUB #OL47 Heatrex Sheath,240,1400,120 x 50
R3132,R3132,ACU TECH,C000005,BCB,,"10mm Clamp Gap, Plugall @ 180Deg",240,300,105 x 58
R3133,R3133,ACU TECH,C000005,BCB,,"10mm Clamp Gap, Plugall @ 180Deg",240,400,50 x 100
R3134,R3134,VINIDEX - HEAD OFFICE,C000201,SCB,,"32mm T/C Hole @90 Deg, plugall @ 180Deg",240,3600,50 x 150
R3135,R3135,VINIDEX - HEAD OFFICE,C000201,SCB,,"32mm T/C Hole @90 Deg, plugall @ 180Deg",240,3600,508 x 100
R3136,R3136,SURETECO,C000178,SCB,,Screw Terminals,240,1500,370 x 190
R3137,R3137,EXTRUSION TECH,C000066,SCB,,Plugall @ 180 Deg,240,700,175 x 75
R3138,R3138,TECHPLAS EXTRUSION  ,C000184,SCB,,"1""T/C Hole @90Deg, Plugall @ 180Deg",240,1875,160 x 40
R3139,R3139,TECHPLAS EXTRUSION  ,C000184,SSCB,,"2x3/4"" T/C Holes, Plugall Centre",240,1000,172 x 100
R3140,R3140,TECHPLAS EXTRUSION  ,C000184,SSCB,,"2x3/4"" T/C Holes, Plugall Centre",240,1200,172X120 S/L255
R3141,R3141,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,"1""T/C Hole @180Deg,1 Mtr Lead @ 90Deg",240,350,200x120 S/L300
R3142,R3142,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,"3/8""T/C Hole with Nut & Bush @ 180Deg, 1 Mtr Lead @90Deg",240,550,60 x 60
R3143,R3143,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,"204x70 Cut out, 1""T/C Hole, 1Mtr Leads",240,750,40 x 140
R3144,R3144,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,"1""T/C Hole @90Deg,1 Mtr Lead @ 180Deg",240,750,100 x 96
R3145,R3145,APP,C000024,SCB,,"3/4"" T/C Hole 25mm from end, Plugall @180Deg",240,990,90 x 90
R3146,R3146,APP,C000024,SCB,,"3/4"" T/C Hole 25mm from end, Plugall @180Deg",240,1100,180 x 50
R3147,R3147,FRESH & GREEN AUSTRALIA,C000075,BCB,,Screw Terminals,240,450,125 x 80
R3148,R3148,VINIDEX - WAGGA WAGGA,C000209,SCB,,STANDARD HEATREX PLUGALL QRS & HANDLE,240,500,90 x 50
R3149,R3149,CROMFORD,C000050,SCB,,STANDARD HEATREX PLUGALL QRS,240,650,54 x 180
R3150,R3150,PREMIER EXTRUSIONS,C000148,SCB,,STD HEATREX PLUGALL,240,700,D85mm x W75mm
R3151,R3151,ACU TECH,C000005,SCB,,"STD HEATREX P/ALL 1"" THERMO HOLE",240,1500,D152mm x W45mm
R3152,R3152,REPETA,C000160,BCB,,"2 x 3/4""Holes @90 & 270Deg, Screw Terminals at one end",240,170,230 x 75
R3153,R3153,UGM MANUFACTURING,C000195,SPP,,"Tapered 4x1/2""Bolt Holes, Plugall",240,250,200 x 80
R3154,R3154,UGM MANUFACTURING,C000195,PP,,"1x1/2""Bolt Holes, Plugall",240,320,130X90+150X90
R3155,R3155,PIPELION,C000132,IBH,,3m NVAS LEADS OUT OF THE SIDE,240,900,120 x 90
R3156,R3156,PIPELION,C000132,IBH,,3m NVAS LEADS OUT OF THE SIDE,240,900,ID100mm x W140mm
R3157,R3157,VINIDEX - PERTH,C000200,SCB,,"3x32m Holes, Plugalll Outlet",240,700,ID150mm x W140mm
R3158,R3158,DINCEL CONSTRUCTION,C000058,SCB,,"32mm T/C Hole @270Deg, Plugall @ 90Deg",240,3600,100 x 70
R3159,R3159,CINQPLAST PLASTOP,C000044,SCB,,"1 Mtr Leads, Nut & Bush @90 Deg",240,1385,256 x 150
R3160,R3160,PLASTIC EXTRUDED PROFILES,C000137,SCB,,T/C hole @90deg plugall @180Deg,240,1700,180 x 70
R3161,R3161,EXTRUSION TECH,C000066,SCB,,T/C hole 90deg from CG screw terminals 270deg from CG,240,2100,150 x 105
R3162,R3162,ASTRON PLASTICS,C000026,UND,,T/C in Gapin Hole 2Way Term House,240,3600,180 x 103
R3163,R3163,UGM MANUFACTURING,C000195,CKB,,SJ45#1   8x32mm wide 1x48mm wide,240/415,7200,195 x 190
R3164,R3164,UGM MANUFACTURING,C000195,CKB,,SJ45#2    3x48mm wide,240,2200,160 x 490
R3165,R3165,PIPE COUPLINGS AUSTRALIA,C000131,SCB,,"50mm Hole at Clamp, Plugall outlet",240,3400,90 x 185
R3166,R3166,EXTRUSION TECH,C000066,SCB,,T/C 90 @ deg Plugall @180 deg,240,2900,280 x 140
R3167,R3167,APP,C000024,SCB,,T/C HOLE @ 40 deg to clamp gap plugall to edge of band,240,350,270 x 100
R3168,R3168,INTEGRATED PACKAGING,C000089,SCB,,T/C 90 @ deg Plugall @180 deg,240,750,113 x 38
R3169,R3169,VINIDEX - PERTH,C000200,SCB,,Layflat Plugall @ 180 deg,240,3000,D102mm x W150mm
R3170,R3170,VINIDEX - PERTH,C000200,SCB,,2 Mtr cable fix to band,240,1200,170 x 160
R3171,R3171,VINIDEX - PERTH,C000200,SCB,,"2 Mtr cable fix to band 3/4"" T/C  near gap",240,1150,325 x 35
R3172,R3172,CINQPLAST PLASTOP,C000044,SCB,,2 Mtr Braid Cable,240,1400,300 x 35
R3173,R3173,CINQPLAST PLASTOP,C000044,SCB,,T/C HOLE THRU SHEATH INTO CLAMP GAP,240,150,130 x 110
R3174,R3174,VINIDEX - WAGGA WAGGA,C000209,SCB,,"T/C3/8'Hole,BrassNut & Bush M14x1.5 Pitch,2.5Mtr Braid lead ",240,1000,63 x 25
R3175,R3175,POLYPIPE,C000141,CKB,,2 Cut outs,240,1000,280 x 40
R3176,R3176,ACU TECH,C000005,SCB,,"P/all @90,T/C Hole @90",240,1500,D140mm x W50mm
R3177,R3177,ACU TECH,C000005,SCB,,"P/all @90,T/C Hole @180",240,600,170 x 100
R3178,R3178,ACU TECH,C000005,SCB,,"P/all @ 135,T/C@90,Melt probe@270,Pressure Trans on gap",240,600,70 x 120
R3179,R3179,APP,C000024,SCB,,"P/all @90,T/C Hole@180",240,3600,120 x 75
R3180,R3180,APP,C000024,CKB,,Terminal housing NO GAP ON THIS BAND NOT LIKE R 396,240,4500,265 x 290
R3181,R3181,BRONADA PLASTICS,C000036,SCB,,P/all near Clamp Gap,240,2000,D290mm x W106mm
R3182,R3182,BRONADA PLASTICS,C000036,SCB,,Termial house near Gap,240,2800,202 x 95
R3183,R3183,PIPE COUPLINGS AUSTRALIA,C000131,SCB,,"P/all @ 90 Deg, cut out on clamp Gap LHS",240,2600,190 x 150
R3184,R3184,PIPE COUPLINGS AUSTRALIA,C000131,SCB,,"P/all @ 90 Deg, cut out on clamp Gap RHS",240,2600,D420mm x W65mm
R3185,R3185,INTEGRATED PACKAGING,C000089,SCB,,"P/all @ 180 Deg, T/C Hole 32mm 100mm P/all",240,3000,D420mm x W65mm
R3186,R3186,ADROIT PIPING,C000006,SCB,,"P/all @ 90 Deg,T/C Hole 32mm @ 90 Deg to Gap 80mm clamp spacing",240,3000,368 x 102
R3187,R3187,APP,C000024,SSCB,,Terminal box @ end T/C hole from one end,240,1500,530 x 100
R3188,R3188,ASTRON PLASTICS,C000026,SCB,,"P/all @ 180 Deg, NO T/C HOLE",240,1000,250X65  S/L710
R3189,R3189,ASTRON PLASTICS,C000026,SCB,,"P/all @ 180 Deg, With T/C HOLE  ",240,1000,69 x 130
R3190,R3190,FENSKE,C000069,SCB,,"P/all @ 180 Deg,T/C Hole @90 Deg",240,2200,69 x 130
R3191,R3191,FENSKE,C000069,SCB,,"P/all @ 180 Deg, T/C Hole offset 90mm to one edge",240,3600,200 x 100
R3192,R3192,CINQPLAST PLASTOP,C000044,SCB,,To be Fitted into Frame,240,950,250 x 140
R3193,R3193,CINQPLAST PLASTOP,C000044,SCB,,Similar to R2695 but fits into frame supplied,240,1850,90 x 110
R3194,R3194,POWER PLASTICS,C000142,SPP,,Lead exit LHS bottom or RHS Bottom Frame Fit,240,325,90 x 190
R3195,R3195,EXTRUSION TECH,C000066,SCB,,STD HEATREX P/ALL 25MM HOLE,240,2250,90X98 S/L100 X78 WIDE
R3196,R3196,EXTRUSION TECH,C000066,SCB,,2 Way ceramic Block Fix to Heater,240,2800,260 x 90
R3197,R3197,EXTRUSION TECH,C000066,SCB,,2 Way ceramic Block Fix to Heater,240,2800,225 x 130
R3198,R3198,EXTRUSION TECH,C000066,SCB,,2 Way ceramic Block Fix to Heater,240,2500,225 x 220
R3199,R3199,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,2 way Ceramic Block Housing,240,1400,185 x 210
R3200,R3200,APP,C000024,SCB,,Staggered Pivot Clamps Stand off ceramic Block,240,2400,300 x 45 
R3201,R3201,APP,C000024,SCB,,Staggered Pivot Clamps Stand off ceramic Block,240,2000,170 x 150
R3202,R3202,APP,C000024,SCB,,Staggered Pivot Clamps Extended Stand off ceramic Block,240,800,170 x 100
R3203,R3203,SILVER FOX CHEMICALS,C000173,SCB,,P/all 180 deg to gap T/C Hole 90 deg to gap,240,950,95 x 100
R3204,R3204,IPLEX - HEAD OFFICE,C000090,SCB,,"L/H 90 Deg to hole, P/G & T/C Cut Out 90 Deg to gap",240,875,160 x 50
R3205,R3205,VINIDEX - WAGGA WAGGA,C000209,CKB,,2 way term box attached to a conical sheath,240,700,142 x 72
R3206,R3206,VINIDEX - WAGGA WAGGA,C000209,CKB,,,240/415,550,305 x 65
R3207,R3207,IPLEX - HEAD OFFICE,C000090,SCB,,Terminal House @ 180 Deg to gap,240,1500,480 x 190
R3208,R3208,ADROIT PIPING,C000006,SCB,,"80mm Gap,P/all @ 270deg to Gap,T/C hole @ 90 Deg to gap",240,3000,180 x 50 
R3209,R3209,ADROIT PIPING,C000006,SCB,,"80mm Gap,P/all @ 270deg to Gap,T/C hole @ 90 Deg to gap",240,3000,D590mm x W100mm
R3210,R3210,MARCO EXTRUSION,C000107,SCB,,P/all180 Deg to Clamp,240,550,480 x 100
R3211,R3211,IPLEX - HEAD OFFICE,C000090,BCB,,2 WAY LOW PROILE HOUSING 180 DEG TO GAP,240,800,170 x 30
R3212,R3212,IPLEX - HEAD OFFICE,C000090,BCB,,2 WAY LOW PROILE HOUSING 180 DEG TO GAP,240,1500,160 x 50
R3213,R3213,IPLEX - HEAD OFFICE,C000090,BCB,,2 WAY LOW PROILE HOUSING 180 DEG TO GAP,240,2000,180 x 50
R3214,R3214,IPLEX - HEAD OFFICE,C000090,BCB,,2 WAY LOW PROILE HOUSING 180 DEG TO GAP,240,800,240 x 80
R3215,R3215,IPLEX - HEAD OFFICE,C000090,BCB,,2 WAY LOW PROILE HOUSING 180 DEG TO GAP,240,2500,210 x 50
R3216,R3216,IPLEX - HEAD OFFICE,C000090,BCB,,2 WAY LOW PROILE HOUSING 180 DEG TO GAP,240,2200,300 x 80
R3217,R3217,IPLEX - HEAD OFFICE,C000090,BCB,,2 WAY LOW PROILE HOUSING 180 DEG TO GAP,240,1000,270 x 70
R3218,R3218,IPLEX - HEAD OFFICE,C000090,BCB,,2 WAY LOW PROILE HOUSING 180 DEG TO GAP,240,2200,225 x 50
R3219,R3219,IPLEX - HEAD OFFICE,C000090,BCB,,2 WAY LOW PROILE HOUSING 180 DEG TO GAP,240,3000,330 x 80
R3220,R3220,EXTRUSION TECH,C000066,CKB,,2 Way Terminal Box,240,1000,375 x 75
R3221,R3221,EXTRUSION TECH,C000066,CKB,,2 WAY TERM BLOCK AND HOUSING ,240,2500,D190mm x W100mm S/L400mm
R3222,R3222,VINIDEX - WAGGA WAGGA,C000209,SCKB,,,240/415 x 3,2500,190 X 85
R3223,R3223,TATHAM CUTLERY,C000183,CKB,,,240,1900,900X140 S/L1290
R3224,R3224,APN COMPOUNDING,C000023,SCB,,SCREW TERMINALS EACH END,240,3800,78 x 127
R3225,R3225,APN COMPOUNDING,C000023,SCB,,SCREW TERMINALS EACH END,240,3000,250 x 150
R3226,R3226,VINIDEX - HEAD OFFICE,C000201,SCB,,T/C HOLE 90 DEG TO GAP P/P HOLE 270 DEG TO GAP,240,3700,250 x 120
R3227,R3227,VINIDEX - HEAD OFFICE,C000201,SCB,,T/C HOLE 180 DEG TO GAP ,240,2200,170 x 200
R3228,R3228,VINIDEX - HEAD OFFICE,C000201,SCB,,T/C HOLE 90 DEG TO GAP,240,1000,270 x 75
R3229(r3230),R3229,PIPE COUPLINGS AUSTRALIA,C000131,SCB,,SINGLE LEAD ENTRY & EXIT,240,2000,165 x 60
R3230,R3230,POLYPIPE,C000141,SCB,,"Cut Out 275mm from Gap, Plugall",240,1725,90 x 200
R3231,R3231,POLYPIPE,C000141,SCB,,"T/C hole 180 Deg from gap, Plugall",240,1500,235 x 70
R3232,R3232,POLYPIPE,C000141,SCB,,T/C 90 Deg to gap,240,800,235 x 60
R3233,R3233,EXTRUSION TECH,C000066,PP,,"2 T/C holes 1 centered and 1 0ffset 1/2"" holes Plugall",240,1900,220 x 35
R3234,R3234,EXTRUSION TECH,C000066,PP,,"2 T/C holes 1 centered and 1 0ffset 1/2"" holes Plugall",240,770,300 x 215
R3235,R3235,FLUORO PACIFIC,C000071,CKB,,2 ceramic bands with hinged outer housing ,240,1300x2 ,105 x 215
R3236,R3236,IPLEX - HEAD OFFICE,C000090,SCB,,32mm T/C HOLE 90 DEG TO GAP 60mm FROM EDGE 2WAY TERM HOUSING,240,3500,107 x 380
R3237,R3237,VINIDEX - TOOWOOMBA,C000204,SCB,,"1""T/C HOLE 120DEG FROM GAP 30mm FROM EDGE PLUGALL",240,2500,310 x 170
R3238,R3238,ALL POLYMER EXTRUSION,C000016,SCB,,,240,800,320 x 100
R3239,R3239,POLYPIPE,C000141,SCB,,2x15mm HOLES @90DEG FROM PLUGALL 15mm AND 20MM FROM EDGE ,240,2000,130 x 75
R3240,R3240,PACEMAKER COMPONENTS,C000124,SCB,,Plugall 60mm from end centered ,240,1650,300 x 70
R3241,R3241,CINQPLAST PLASTOP,C000044,CKB,,Terminal Box 90degrees from Gap,240,4000,345 x 50
R3242,R3242,POWER PLASTICS,C000142,SCB,,1.5m layflat leads ,240,290,150 x 190
R3243,R3243,POWER PLASTICS,C000142,SCB,,2m leads straight out @90degrees to gap,240,310,91 x 44
R3244,R3244,POWER PLASTICS,C000142,PP,,leads out end ,120,1000,70 x 40
R3245,R3245,PROFILE PLASTIC EXTRUSIONS,C000153,SCB,,Screw Terminals 25mm DOUBLE SLOTTED HOLE ,415,4000,735 x 23
R3246,R3246,PIPEMAKERS AUSTRALIA,C000133,SCB,,STD PLUGALL WITH 2 32MM HOLES @90` AND 270` ,240,2400,218 x 240
R3247,R3247,AUSTRALIAN CUSTOM PIPES,C000003,SCB,,"STD  PLUGALL WITH 2 1"" HOLES",240,3000,400 x 72
R3248,R3248,AUSTRALIAN PLASTIC PROFILES,C000032,SCB,,STD PLUGALL 1 HOLE ,240,3200,440 x 90
R3249,R3249,AUSTRALIAN PLASTIC PROFILES,C000032,SCB,,STD PLUGALL WITH 4 DOUBLE SLOT HOLES ,240,1000,230 x 155
R3250,R3250,AUSTRALIAN PLASTIC PROFILES,C000032,SCB,,"STD PLUGALL WITH 7/8"" CUT OUT ",240,1200,230 x 54
R3251,R3251,VINIDEX - HEAD OFFICE,C000201,SCB,,Layflat Plugall @ 180 deg,240,2700,D150mm x W90mm
R3252,R3252,VINIDEX - HEAD OFFICE,C000201,SCB,,Standoff Plugall 150mm long,240,1000,220 x 130
R3253,R3253,FRESH & GREEN AUSTRALIA,C000075,SCB,,STD Plugall with 9/16 hole @ 90Degrees,240,600,150 x 70
R3254,R3254,FRESH & GREEN AUSTRALIA,C000075,SCB,,,240,1600,240 x 30
R3255,R3255,FRESH & GREEN AUSTRALIA,C000075,PP,,pressure plate no holes extra lead support  ,240,1200,210 x 80
R3256,R3256,FRESH & GREEN AUSTRALIA,C000075,PP,,pressure plate with holes extra lead support,240,1300,710 x 45
R3257,R3257,PIPEMAKERS AUSTRALIA,C000133,SCB,,STANDARD HEATREX PLUGALL NO HOLE,240,1200,710 x 50
R3258,R3258,PIPEMAKERS AUSTRALIA,C000133,SCB,,1.5m leads ,240,950,240 x 45
R3259,R3259,PIPE COUPLINGS AUSTRALIA,C000131,UND,,low profile terminal box,240,3200,340 x 30
R3260,R3260,PIPE COUPLINGS AUSTRALIA,C000131,SCB,,Std Heatrex Plugall @ 90Degrees ,240,2000,245 x 150
R3261,R3261,DINCEL CONSTRUCTION,C000058,CKB,,2 halves in one outer with blower unit between 3 spirals per half ,240,6000,D290mm x W80mm
R3262,R3262,PIPEMAKERS AUSTRALIA,C000133,SCB,,"Standard Heatrex Plugall 1"" Offset hole Line 1 Flange ",240,2500,340x 396
R3263,R3263,PIPEMAKERS AUSTRALIA,C000133,SSCB,,25x100mm slot 3phase terminal housing ,240/415,6000,D365mm x W120mm
R3264,R3264,PIPEMAKERS AUSTRALIA,C000133,SSCB,,25x100mm slot 3phase terminal housing ,240/415,4000,D1006mm x W220mm 
R3265,R3265,VINIDEX - SUNSHINE,C000206,SCB,,stamped 600watts made 475 watts ,240,600,D1006mm x W150mm 
